local_id,remote_id.*
2095,journals/ml/JordanGJS99 
2954,journals/intr/Robbin95 
3658,reference/ml/Keogh17 reference/ml/Keogh10 
2985,conf/webist/Waltinger10a 
2092,journals/ml/AndrieuFDJ03 
3657,journals/widm/Hullermeier11 
1913,reference/ml/X17sg 
2717,reference/ml/X17mz 
2525,reference/ml/X17lr 
1547,reference/ml/X17ly 
3128,reference/ml/Munro17 
2526,reference/ml/X17lz 
2521,reference/ml/X17lu reference/ml/X10lf reference/ml/X10lg 
2714,conf/jurix/MaatKW10 
2523,reference/ml/X17lp 
2489,journals/ml/BarrenoNJT10 
3283,journals/jcisd/MawH01 
3121,journals/tnsm/FrancoisASF10 
2482,journals/jcisd/WoodRG93 
2483,conf/isd/1999 
3124,journals/chinaf/YaoZ02 
3125,conf/icwsm/PennacchiottiP11 
3169,journals/artmed/DelenOK10 
3361,journals/jcisd/OHaraP91 
545,journals/tcbb/SehgalDNSE11 
8,reference/ml/JinH17g 
3176,reference/ml/OrbanzT17 
1461,journals/jcisd/FangW02 
1460,series/sci/Bratko10 
521,conf/kbse/ChenHX11 
1315,journals/chinaf/ChenYBZZC02 
2467,journals/jcisd/RuizSG93 
991,reference/ml/Morik17 reference/ml/Morik10 
990,reference/ml/X17hv 
1311,reference/ml/LingS17a 
1310,journals/jcisd/AllenBCH95 
2705,conf/icannga/SaarikoskiLJJ11 
2969,conf/fuzzIEEE/BalazsBK10 
2707,reference/ml/Mladenic17 
2661,journals/jcisd/GreeneKSST94 
999,reference/ml/X17ia 
998,reference/ml/X17na 
1785,reference/ml/X17mk 
3401,series/ais/DietterichBKS10 
3400,journals/jcisd/Wilhoit80 
3403,conf/ike/Al-ModayanR10 
3405,conf/dils/2004 
3404,conf/dils/2005 
577,journals/jcisd/RaoSHC79 
3409,journals/jmlr/DingS10 
15,journals/jcisd/CookeS01 
2654,journals/jcisd/NicolaouTKBN02 
2445,reference/ml/Hinton17a 
14,journals/jcisd/GoddenSB00 
3385,journals/ijmi/SchubartE00 conf/amia/SchubartE99 
1136,journals/jcisd/DuboisCP91 
520,journals/jcisd/Heaps75 
1188,reference/ml/X17ey 
2951,conf/socpar/CallejaBMF11 
1407,journals/jcisd/ChenRY98 
1827,journals/datascience/Pogliani02 
1022,conf/imf/Ziemniak11 
1821,journals/jcisd/Lefkovitz75 
928,reference/ml/X17ka 
1579,journals/jmlr/PedregosaVGMTGBPWDVPCBPD11 
2798,journals/mlc/Wang10 
1389,journals/datascience/Tabuchi04 
920,reference/ml/X17du 
921,reference/ml/X17kf 
1404,conf/ibm/1975 
1380,journals/jcisd/LeiZ02 
925,reference/ml/X17kb 
2794,reference/ml/X17kq 
927,reference/ml/X17jz 
3580,journals/jbi/DangerSFR10 
3825,conf/enase/ZhangYW11 
1029,journals/jods/2005-2 
1409,journals/jcisd/BoitenON95 
310,reference/ml/Alexandrova-KabadjovaGM17 
2769,journals/jcisd/WangW00 
3815,journals/jcisd/XieTS00 
1920,conf/tac/Castillo10 
809,reference/ml/X17dx 
1922,conf/bibe/HaasKRSS00 
3583,journals/ivs/X06 journals/ivs/ChiuPSC05 
1925,conf/ssdbm/RomanelloBBJLMPRS05 
3270,reference/ml/X17es 
3271,conf/acai/SinghA11 
3584,journals/jcisd/ODonohue75 
3370,conf/flairs/RasorOD11 
369,journals/mlc/HeW11 
3279,reference/ml/Dasgupta17 
3474,conf/ida/1997 
833,reference/ml/X17bn 
830,reference/ml/X17dc 
831,conf/ijcai/LacroixNRV03 
3470,journals/mss/Maydeu-Olivares02 
3577,books/daglib/0026018 journals/aim/Zhang01 
3587,reference/ml/X17lw reference/ml/X10li 
3478,conf/mammo/MacParthalainZ10 
502,journals/computer/HibbardS89 
2664,reference/ml/Wiegand17 
2665,conf/dasfaa/XieB11 
368,journals/corr/abs-1106-4872 
2937,conf/evoW/VanneschiFGMAP10 
365,reference/ml/X17cq 
362,reference/ml/Zhang17c reference/ml/Zhang10c 
363,series/sci/KubatSD10 
2668,journals/ijon/MalathiMB10 
2669,series/sci/SmirnovMNS11 
2449,journals/jcisd/Jackson93 
25,conf/icmla/Zhang11 
2485,journals/jcisd/LefkovitzRKH81 
1368,journals/jcam/LopezMMTV10 
1304,reference/ml/X17py reference/ml/X10pe 
2935,conf/incos/MenkovskiEL10 
1777,journals/jcisd/CarabedianD91 
2931,reference/ml/Brown17 
380,reference/ml/Lloyd17 
383,journals/jcisd/PattersonSW95 
386,reference/ml/X17cf reference/ml/X17ce 
3311,reference/ml/X17ct 
3310,reference/ml/X17cv 
3313,journals/sigops/Bodik11 
3383,conf/aaaiss/Amin10 
2350,journals/jcisd/PittmanSY02 
3317,journals/jcisd/StanleyM89 
1647,journals/jcisd/ExnerKV93 
1640,conf/isqed/WuuPM11 
1643,journals/jcisd/LaidboeurLCB94 
1729,reference/ml/Auer17 
1723,conf/networking/WagnerFSE11 
1720,conf/mm/WangGSMG10 
1741,reference/ml/X17jg 
2792,journals/jcisd/HagadoneS95 
3610,reference/ml/Sammut17g 
3611,reference/ml/Sammut17f 
3612,reference/ml/Sammut17a 
578,journals/cga/MacInnesSW10 
3614,journals/jcisd/VoigtBWN01 
3615,reference/ml/Sammut17b 
3618,reference/ml/X17mg 
571,conf/rules/1997 
3755,conf/ircdl/BasileEF11 
61,reference/ml/X17am 
62,reference/ml/X17al 
63,journals/jcisd/Rudman77 
3001,conf/edbt/2000 
3000,conf/edbt/2002 
2793,journals/neuroimage/ChenH10 
2198,journals/jmlr/ZhangCZJ16 
1209,journals/jcisd/SalimHW03 
3165,journals/ml/BlockeelBRDKY11 
3160,conf/lrec/HuangKC10 
2805,reference/ml/Sander17 
1421,reference/ml/Zeugmann17c 
2568,journals/mcm/AraujoRGT11 
3368,conf/icdm2/2004 
3369,conf/icst/SilvaJA10 
1426,journals/ploscb/ReynesHCLLMDFVS10 
1429,conf/sebd/TradigoVP11 
2563,journals/jmlr/RasmussenN10 
939,reference/ml/X17jn 
2567,conf/fgr/QMV11 
3463,journals/cma/LiLD10 
2368,conf/lrec/QuaresmaG10 
507,reference/ml/Engel17 
1030,conf/ifip12/KoutinaK11 
1031,journals/jcisd/RobertsMJCB00 
2363,reference/ml/Perlich17 reference/ml/Perlich10 
2362,reference/ml/Bosch17 
1034,journals/jcisd/MezeyZWWIDG96 
2360,reference/ml/Todorovski17a 
2586,conf/lrec/RentoumiPKVK10 
2585,reference/ml/X17ij 
2430,journals/ml/ReadPHF11 
2582,reference/ml/X17cn 
1214,journals/jcisd/Murdock80 
2580,journals/jcisd/ArtymiukBGPPRTWW92 
465,journals/eaai/SureshSS10 
1201,conf/sbm/HeroldS11 
1218,conf/cscw/ChinL04 
2423,reference/ml/Poupart17a 
2424,conf/cisis/BibaXEF11 
460,journals/ml/AminiG10 
1355,journals/db/KendallK82 
1169,reference/ml/X17fm 
1860,reference/ml/Utgoff17 
1863,conf/icmlc/LeeHYC10 
38,reference/ml/X17az 
168,journals/entcs/Sampaio07 journals/jaise/AugustoAMP17 journals/jaise/AugustoMPA17 journals/jaise/GomezPAA17 journals/jaise/GomezPAA17a journals/jaise/PratiMAA17 
3211,journals/ml/KalyanakrishnanS11 
3727,conf/eScience/Matsuda05 
3721,journals/ijcv/EfrosT16 
907,series/sci/KwasnickaP10 
964,journals/jcisd/BeckHCC98 
965,journals/datascience/SuhRLR02 
966,reference/ml/X17dh 
967,journals/pami/RostenPD10 
960,reference/ml/X17df 
2898,journals/jcisd/HendricksonM90 
3683,journals/soco/ConilioneW11 
2595,reference/ml/X17ik 
3680,journals/jcisd/BrackenW77 
2890,reference/ml/Sipper17 
2431,journals/jodl/PouchardWB05 
1106,reference/ml/Uther17 
1105,reference/ml/RaedtK17 
2518,reference/ml/X17da 
2519,reference/ml/X17ls 
1453,conf/ssdbm/TangYYK03 
1515,reference/ml/X17hz 
2515,journals/jmlr/ForeroCG10 
934,reference/ml/X17ki 
2510,journals/datascience/MitnitskiMMR03 
1459,reference/ml/TingMVS17 
2513,journals/jcisd/HendricksonZ00 
2735,reference/ml/X17no 
2736,journals/jcisd/DonovanW77 
30,conf/iri/TiwariZS10 
2639,reference/ml/X17ch 
2731,reference/ml/X17nl 
2733,reference/ml/X17nq 
2635,journals/bmcbi/DalePK10 
2738,reference/ml/X17lh 
2739,reference/ml/Pfahringer17 
3865,journals/jcisd/MattioniKJCDP03 
3864,conf/wetice/MalliosPS11 
1357,conf/ismb/SpringerP93 
3213,journals/jcisd/DbskaGC00 
3539,reference/ml/X17hb 
1159,reference/ml/X17kl 
3148,journals/fac/FalaschiS17 journals/pomacs/ChaintreauGZ17 
34,conf/icmla/PalaniappanM11 
1091,journals/jcisd/HellerMF76 
1814,reference/ml/X17ay 
3037,conf/cidu/GhanouiLDPSB11 
3585,reference/ml/X10lh 
1817,conf/psd/2004 
1811,conf/ifip/Harper68 
878,books/daglib/p/GrobelnikMLS11 
1536,journals/jcisd/IhlenfeldtVBON02 
3431,conf/icmla/EllenP11 
873,reference/ml/Wagstaff17 
870,conf/ranlp/DinuINS11 
3437,journals/jcisd/EhrhardtR86 
3185,journals/jcisd/SebastianBH95 
2743,reference/ml/X17lg 
2742,reference/ml/Heskes17 
3182,conf/icai/OstrowskiS10 
3480,journals/jmlr/YuFMXHCDSW10 
1245,journals/jcisd/CurnuttC91 
3188,conf/iccd/ZhangRDMJ11 
3189,reference/ml/X17k 
2469,journals/corr/abs-1110-5688 
892,reference/ml/X17pj 
3482,journals/sigmod/Huyn01 
894,reference/ml/Drummond17 
895,conf/mdm/2001 
896,reference/ml/X17ec 
897,journals/ml/MargineantuWD10 
3147,journals/jcisd/MorrisonLTHB84 
1099,journals/mlc/MahapatraMS11 
1153,reference/ml/X17kn 
2401,journals/jcc/YangLCX10 
1152,reference/ml/X17ko 
1609,reference/ml/X17gd 
2546,journals/cn/MeyerSIM95 
1338,journals/datascience/GutmannSDB04 
3547,conf/bibm/ChenCWN10 
3543,journals/jcisd/RoschkowskiS80 
1601,reference/ml/Ting17c 
1600,reference/ml/Ting17b 
1602,reference/ml/Ting17d 
1605,reference/ml/X17gc 
3549,reference/ml/X17sd 
1971,reference/ml/BrankMG17 
1970,journals/jcisd/Pogliani02 
46,reference/ml/X17bc 
355,reference/ml/X17od reference/ml/X10nm reference/ml/X17oc 
808,reference/ml/X17dw 
353,reference/ml/X17cp 
47,reference/ml/X17ak 
803,reference/ml/X17ea reference/ml/X10dx 
807,reference/ml/X17dv 
1614,reference/ml/X17fz 
804,conf/dbsec/Wang10 
1788,conf/adbis/2000 
2964,reference/ml/Jain017c reference/ml/JainS10c 
2961,conf/IEEEpact/WangO10 
2960,conf/aaaiss/SleemanF10 
3758,journals/jcisd/LeeIM92a 
955,reference/ml/X17dl 
2845,journals/jcisd/Uchida79 
1784,conf/paclic/KolyaEB10 
2968,conf/icac/EastepWA11 
2840,journals/jcisd/BensonW79 
3049,books/idea/encyclopedia2005/WaluyoST05 
3048,journals/nca/NanniLB10 
3322,journals/jcisd/Green91 
2614,journals/jcisd/Swift97 
3326,reference/ml/X17nk 
3327,journals/mlc/Castillo11 
2419,journals/jmlr/TheodorouBS10 
3042,journals/tkde/FrunzaIT11 
2544,reference/ml/X17mo reference/ml/X10lz 
3047,journals/datascience/HuangHSW04 
992,conf/lcn/ZanderA11 
1772,journals/jcisd/CarabedianD98 
1959,reference/ml/X17or 
1074,reference/ml/Miikkulainen17d 
3743,journals/jcisd/TancrediASV76 
1298,journals/jcisd/BachaGHTN02 
1679,reference/ml/Miikkulainen17 
334,reference/ml/Hinton17 
1674,journals/jcisd/MazzatortaBNG02 
1675,conf/jurix/GrabmairAHS11 
1677,journals/isci/Niskanen01a 
1672,reference/ml/X17pd 
1673,reference/ml/RaySB17a 
2499,journals/jcisd/Whitbeck92 
1090,reference/ml/ZhengW17a 
1158,reference/ml/X17km 
1092,journals/mlc/SmallR10 
2999,reference/ml/X17bu 
1154,reference/ml/X17kt reference/ml/X10kg 
1156,reference/ml/X17kk 
1151,reference/ml/X17lo 
1150,reference/ml/MladenicBG17 reference/ml/MladenicBG10 
3487,conf/cinq/2004hz 
3486,conf/iccS/DerisBRS04 
3134,conf/oodbs/2000 
3136,reference/ml/Miikkulainen17a 
3131,journals/jmlr/TeoVSL10 
3803,journals/jcisd/HendricksonNMZ93 
3132,journals/jcisd/HushonPT83 
3647,journals/jcisd/Citroen96 
1555,reference/ml/X17gm 
3645,reference/ml/X17j 
2618,reference/ml/X17in 
3139,reference/ml/Miikkulainen17b 
3642,journals/jcisd/MasonORBIPAP91 
3641,journals/jcisd/PicchiottinoGSPD84 
3640,reference/ml/X17l 
2998,reference/ml/X17fn 
1550,conf/kdid/2004 
2504,conf/miccai/XuS11 
59,reference/ml/X17ao 
2555,reference/ml/X17il 
2556,journals/jcisd/Barrett93 
2557,journals/jcisd/KuhnDF94 
3034,books/daglib/0067666 
1296,reference/ml/X17pt 
3036,journals/mss/Batell82 
56,reference/ml/X17ar 
51,journals/ibmsj/HaasSKKRS01 
2995,conf/ijcai/DornBL11 
3033,journals/jmlr/RavikumarAW10 
2396,journals/jcisd/AttwoodABBBBCDGFKLMPPSSW97 
2558,journals/tnn/NguyenMTH10 
2394,reference/ml/SaittaS17 
533,reference/ml/X17ra 
2393,journals/jcisd/HerzKSW85 
530,reference/ml/X17re 
1414,series/sci/MaszczykGD10 
1415,reference/ml/RaySB17 
3299,journals/jcisd/StouchJ85a 
1322,reference/ml/X17up 
1321,reference/ml/X17uo 
2473,conf/dbvis/WoynaZSC93 
1558,reference/ml/X17kg 
2770,journals/jcisd/CaffreyMH91 
2771,reference/ml/Kaski17 
3002,conf/iccvg/MichalakS10 
1621,journals/jcisd/Pollick83 
984,journals/jcisd/OzawaYF97 
2777,reference/ml/X17lm 
2724,journals/jcisd/TurnerTW97 
1904,journals/jcisd/Barnard90 
1233,journals/jcisd/SebastianBH94 
1418,journals/jcisd/Allen80 
2801,journals/jcisd/Summit75 
2781,journals/jmlr/Xiao10 
2780,conf/iberamia/ArregiCIGSZ10 
2783,journals/lre/LavergneUY11 
378,reference/ml/QuadriantoB17 
1852,books/idea/encyclopedia2005/RiedewaldAA05 
1853,journals/jcisd/LowryHA85 
1854,reference/ml/X17dj 
953,conf/evoW/SilvaAL11 
1524,reference/ml/X17gh 
1525,journals/tdp/Gkoulalas-DivanisSV11 
1526,journals/fss/LuengoH10 
1527,journals/jcisd/LoubFSQ85 
1520,conf/asian/2005 
1900,journals/ecoi/KampichlerWCWA10 
1250,conf/bibm/ZhangEZ10 
2641,journals/jcisd/SchweitzerM00 
915,journals/bmcbi/XuHMB10 
420,journals/corr/BorgstromGGMG13 
1395,journals/cn/GrossmanGHHK04 
3161,journals/jmlr/ShiraziSS10 
1528,conf/xsym/2003 
910,reference/ml/X17dy 
1391,reference/ml/Keogh17a 
3226,journals/jcisd/HefferlinDI03 
3812,journals/jcisd/FunatsuNS94 
309,conf/dagstuhl/1998change 
3810,reference/ml/Muslea17 
3811,reference/ml/BhattacharyaG17 
2600,reference/ml/Buntine17 reference/ml/Buntine10 
3814,conf/jit/2002 
1420,journals/asc/TsaiC10 
303,conf/cdb/2004 
305,reference/ml/CoatesAN17 
2603,conf/semcco/EkbalMHS11 
3261,journals/jcisd/Edwards02 
1932,journals/datascience/BordoloiKS04 
3451,journals/jcisd/RoyceFRMB84 
1937,conf/birthday/2005wedekind 
3264,conf/birthday/ChenM92 
3266,conf/iassist/Dekker05 
3269,conf/icccn/NunesVBLO11 
3268,conf/rsctc/Nguyen10 
1939,journals/jcisd/MillsMSSSHSBB88 
3626,journals/sigmod/JagadishO04 
3508,reference/ml/X17gp 
3466,reference/ml/ShultzF17 
3464,reference/ml/X17dz 
843,conf/ibm/1990 
3462,journals/jcisd/ChristieLN93 
3461,journals/neuroimage/AndersonLVMC11 
3460,conf/mldm/2011p 
3501,journals/jcisd/AllenDGJKMMMSW91 
3505,journals/jcisd/SchweitzerS97 
849,reference/ml/DorigoB17 
2671,series/sci/CiosK10 
2670,journals/jcisd/Nardone79 
2979,conf/hipc/CastroGRCCM11 
2677,conf/icmla/Malik10 
2676,reference/ml/X17vq 
1841,reference/ml/2010 
1972,journals/bmcbi/SturmHLF10 
1655,journals/jcisd/DentonJHM77 
2778,journals/jcisd/LuiAT00 
3058,journals/jcisd/StuperJ76 
2921,conf/igarss/Hunt04 
2923,conf/sigdial/JanarthanamHLL11 
3059,reference/ml/X17bi 
2925,journals/ml/LongS10 
1587,reference/ml/X17kj 
989,journals/ml/YangCZGJ11 
1986,reference/ml/Blockeel17b 
1987,reference/ml/Kramer17 reference/ml/Kramer10 
1984,reference/ml/Stone17 
1985,reference/ml/Blockeel17c 
1982,journals/ml/McGovernW11 
1983,reference/ml/Blockeel17a 
3212,conf/wirn/FiascheCFIM10 
1637,reference/ml/X17jv 
1638,journals/jcisd/Brown89 
1730,reference/ml/X17mb 
2470,journals/jcisd/RuizSG94 
3219,journals/jcisd/DownsWF94 
1988,conf/agile/MartinsAC10 
1989,reference/ml/X17af 
1781,journals/jcisd/HeYZX01 
557,journals/jcisd/Butina99 
2814,reference/ml/Barto17 
3703,journals/jcisd/Hoffmann84 
2816,reference/ml/X17lb 
2810,conf/bibm/ZamaniK11 
3605,reference/ml/Sammut17i 
2812,journals/jcam/LopezMMTV10a 
560,journals/jcisd/HowardSLC82 
3609,reference/ml/Sammut17d 
563,reference/ml/JinH17f 
564,reference/ml/Driessens17 
3070,reference/ml/X17bv 
3072,reference/ml/X17bt 
3781,journals/jcisd/Slutsky98a 
3074,reference/ml/X17br reference/ml/X10bp 
3075,reference/ml/X17bs 
1385,conf/im/BasharPMSN11 
3078,journals/jcisd/DavidM00 
3170,reference/ml/Martinez-JaramilloCA17 
2478,journals/jcisd/HoL93 
3174,reference/ml/X17aa 
2953,reference/ml/Toivonen17 
1025,journals/jods/2005-4 
1563,journals/pbml/DuttaKP11 
1027,reference/ml/X17nj 
1516,journals/jcisd/McGregorP97 
1021,reference/ml/Kennedy17 
3379,reference/ml/Raedt17a 
1189,reference/ml/Furnkranz17b 
1186,reference/ml/Furnkranz17e 
1187,reference/ml/X17ez 
1184,reference/ml/X17er 
1182,reference/ml/X17ev 
1028,journals/jods/2005-3 
1180,conf/sdmw/2005 
1181,reference/ml/X17lq reference/ml/Lanzi17 
2358,conf/nips/KayalaB11 
1749,reference/ml/X17ja 
2352,journals/jcisd/TuppurainenVLP02 
1746,reference/ml/X17jd 
1747,journals/jcisd/DikyCWDF03 
1740,journals/jcisd/KavakE93 
2357,reference/ml/X17fo 
1742,reference/ml/X17jf 
1743,reference/ml/X17je 
1164,reference/ml/X17kw 
1165,reference/ml/X17kv 
1167,reference/ml/X17kx 
1160,reference/ml/X17la 
603,conf/xsym/2006 
2991,journals/jcisd/OxmanKBEHW76 
2433,conf/fskd/LiY10 
2432,journals/tcad/LiuZRG11 
1207,journals/jmlr/SonnenburgRHWBZBBGF10 
1206,reference/ml/Nijssen17 
2437,journals/expert/StolorzC98 
2436,reference/ml/Stone17a 
871,journals/jcisd/OsamuraYHHIKMTO81 
2434,journals/jcisd/Tokuno93 
3739,reference/ml/NamataSBG17 reference/ml/SenNBG10 
1895,journals/jcisd/KitchenK82 
3734,conf/soco/DanylenkoKL11 
80,conf/icarcv/VaniSS10 
1217,reference/ml/X17kd 
472,journals/jcisd/Novak00 
3305,reference/ml/X17cx 
3108,journals/jcisd/Kaufman93 
3109,conf/interact/Schrammel11 
49,reference/ml/X17ah 
951,conf/iccS/HuXTZC05 
950,reference/ml/X17jt 
44,reference/ml/X17bd 
42,reference/ml/X17au 
43,reference/ml/X17at 
40,reference/ml/X17ax 
41,reference/ml/Gama17 
1447,journals/jcisd/GoddenB01 
1446,reference/ml/SaittaS17a reference/ml/SaittaS10a 
1445,conf/icdm/ZhangLLC10 
3194,reference/ml/X17e 
1443,journals/kais/TangH10 
1442,reference/ml/X17ky 
2509,reference/ml/Toivonen17d 
2508,reference/ml/Jensen17 
1560,reference/ml/Baxter17 
476,journals/jcisd/Rogalski78 
3301,reference/ml/X17cf reference/ml/X17ce 
2503,reference/ml/FlenerS17 
2502,reference/ml/Igel17 
2501,journals/jcisd/BegerFLLWM01 
2500,journals/jcisd/BegerFLLWM00 
2727,reference/ml/X17ni 
2649,reference/ml/X17s 
1219,conf/systor/PellegRR10 
2722,reference/ml/X17nd 
2720,reference/ml/X17nf 
2640,series/sci/GalassiBS10 
461,conf/kdd/MagnussonK12 
2642,journals/jcisd/BouyerPL96 
3190,journals/ml/Campi10 
2646,journals/jcisd/Alsberg75 
2728,reference/ml/X17nn 
1789,journals/jcisd/RickettsBHHTR93 
2426,journals/artmed/JerezMGARMF10 
3704,journals/ml/Flach10 
484,conf/lrec/Wawer10 
1804,conf/ismb/CheungYSdMG05 
1807,journals/jcn/Zhu11 conf/iri/Zhu10 
3780,series/sebi/Yang10 
3428,reference/ml/Raedt17 
3786,reference/ml/Raedt17b 
3787,journals/jmlr/ErtekinR11 
1801,conf/esann/MicheSL10 
3785,conf/isda/AliHBS11 
3420,journals/gis/Laurini98 
3426,conf/iccS/Knight03 
1809,conf/isspit/ArroyoZZ11 
1808,journals/bmcsb/ZhangHBW10 
3197,reference/ml/X17b 
3196,reference/ml/X17c 
470,reference/ml/Drummond17b reference/ml/Drummond10b 
1365,conf/ideal/2000 
3193,reference/ml/X17f 
3192,reference/ml/X17h 
3191,reference/ml/X17i 
1361,journals/ml/Ozogur-AkyuzUS11 
3519,conf/www/IrmakK10 
479,journals/ijsi/TaoWHY10 
3199,reference/ml/Todorovski17 
3198,reference/ml/X17a 
